airport_name,country_name,continents,departure_date,arrival_airport,pilot_name,flight_status,germany_latitude,germany_longitude,argentina_latitude,argentina_longitude,mexico_latitude,mexico_longitude,uk_latitude,uk_longitude,italy_latitude,italy_longitude
Mulege Airport,Mexico,North America,2022-07-04 00:00:00,MUG,Camey Haquin,Delayed,,,,,26.908900,-111.964400,,,,
Palenque International Airport,Mexico,North America,2022-06-12 00:00:00,PQM,Normie Jest,Cancelled,,,,,,,,,,
Inverness Airport,United Kingdom,Europe,2022-08-01 00:00:00,INV,Deane Betjeman,On Time,,,,,,,57.542500,-4.047500,,
Gualeguaychu Airport,Argentina,South America,2022-04-15 00:00:00,GHU,Allissa Debling,Delayed,,,-33.010300,-58.613100,,,,,,
St Angelo Airport,United Kingdom,Europe,2022-01-11 00:00:00,ENK,Bern Airton,Cancelled,,,,,,,54.398900,-7.651700,,
Playa De Oro International Airport,Mexico,North America,2022-02-28 00:00:00,ZLO,Jameson Frichley,On Time,,,,,19.144800,-104.558600,,,,
Cottbus-Drewitz Airport,Germany,Europe,2022-07-04 00:00:00,CBU,Hagan Gavaran,Cancelled,51.889400,14.531900,,,,,,,,
RNAS Yeovilton,United Kingdom,Europe,2022-12-25 00:00:00,YEO,Dario Darkott,On Time,,,,,,,51.009400,-2.638900,,
Valle Del Conlara International Airport,Argentina,South America,2022-06-13 00:00:00,RLO,Daisy Jachimczak,Delayed,,,-32.384300,-65.081500,,,,,,
Bahías de Huatulco International Airport,Mexico,North America,2022-09-09 00:00:00,HUX,Carlene Tiptaft,Delayed,,,,,15.775300,-96.262600,,,,
Mannheim-City Airport,Germany,Europe,2022-02-15 00:00:00,MHG,Joanne Pople,Delayed,49.472700,8.514300,,,,,,,,
Ingeniero Ambrosio Taravella Airport,Argentina,South America,2022-06-12 00:00:00,COR,Bond Lossman,Delayed,,,-31.323600,-64.208000,,,,,,
Westerland Sylt Airport,Germany,Europe,2022-04-28 00:00:00,GWT,Gaby Philcock,Delayed,54.913200,8.340500,,,,,,,,
Jesús Terán Paredo International Airport,Mexico,North America,2022-01-19 00:00:00,AGU,Melody Barneveld,On Time,,,,,21.705600,-102.318000,,,,
General Pico Airport,Argentina,South America,2022-12-09 00:00:00,GPO,Charlena Search,Cancelled,,,-35.696400,-63.758300,,,,,,
Bristol Filton Airport,United Kingdom,Europe,2022-10-21 00:00:00,FZO,Ive Spatig,On Time,,,,,,,51.519400,-2.590800,,
Illesheim Air Base,Germany,Europe,2022-12-22 00:00:00,ILH,Natividad Gollin,Cancelled,49.545300,10.110600,,,,,,,,
Neubrandenburg Airport,Germany,Europe,2022-06-05 00:00:00,FNB,Orlan Ennals,On Time,53.602200,13.306000,,,,,,,,
Termas de Río Hondo international Airport,Argentina,South America,2022-01-11 00:00:00,RHD,Kimball Reichelt,Delayed,,,-27.509900,-64.936700,,,,,,
Sauce Viejo Airport,Argentina,South America,2022-11-23 00:00:00,SFN,Gwen Andreotti,On Time,,,-31.711700,-60.811700,,,,,,
Chos Malal Airport,Argentina,South America,2022-01-16 00:00:00,HOS,Vanny O'Meara,On Time,,,-37.444600,-70.222500,,,,,,
Querétaro Intercontinental Airport,Mexico,North America,2022-04-29 00:00:00,QRO,Edgardo Rishworth,On Time,,,,,,,,,,
General Enrique Mosconi Airport,Argentina,South America,2022-05-09 00:00:00,TTG,Brianna Dunford,On Time,,,-22.619200,-63.793700,,,,,,
Jorge Newbery Airpark,Argentina,South America,2022-01-25 00:00:00,AEP,Graham Cutsforth,On Time,,,-34.561500,-58.415600,,,,,,
Venice Marco Polo Airport,Italy,Europe,2022-06-29 00:00:00,VCE,Wayland Proom,Cancelled,,,,,,,,,45.505300,12.340300
Edinburgh Airport,United Kingdom,Europe,2022-03-24 00:00:00,EDI,Lorens Trustram,Delayed,,,,,,,55.950800,-3.361500,,
Blackpool International Airport,United Kingdom,Europe,2022-08-19 00:00:00,BLK,Dane McSwan,Delayed,,,,,,,53.771700,-3.028500,,
Salina Cruz Naval Air Station,Mexico,North America,2022-04-03 00:00:00,SCX,Olia Espinos,Delayed,,,,,16.177300,-95.199500,,,,
Gloucestershire Airport,United Kingdom,Europe,2022-08-04 00:00:00,GLO,Dmitri Durtnal,Delayed,,,,,,,51.894200,-2.167200,,
Chichester/Goodwood Airport,United Kingdom,Europe,2022-12-26 00:00:00,QUG,Ariela Bason,On Time,,,,,,,50.859000,-0.759000,,
Del Norte International Airport,Mexico,North America,2022-05-09 00:00:00,NTR,Percy Ogborne,On Time,,,,,25.865600,-100.237400,,,,
Comandante Espora Airport,Argentina,South America,2022-01-08 00:00:00,BHI,Kellyann Hilling,Delayed,,,-38.725000,-62.169300,,,,,,
Juist Airport,Germany,Europe,2022-04-25 00:00:00,JUI,Lem Pollendine,Delayed,53.681600,7.055600,,,,,,,,
Dr. Arturo H. Illia Airport,Argentina,South America,2022-11-24 00:00:00,GNR,Moses Whewell,Delayed,,,-39.001600,-67.620500,,,,,,
General Ignacio P. Garcia International Airport,Mexico,North America,2022-11-25 00:00:00,HMO,Alina Pomfret,Cancelled,,,,,29.095900,-111.047900,,,,
Münster Osnabrück Airport,Germany,Europe,2022-03-14 00:00:00,FMO,Mart Volkes,Cancelled,52.134600,7.684800,,,,,,,,
Licenciado Adolfo Lopez Mateos International Airport,Mexico,North America,2022-08-28 00:00:00,TLC,Hunter Constance,Delayed,,,,,19.337100,-99.566000,,,,
Tortolì Airport,Italy,Europe,2022-01-26 00:00:00,TTB,Ivor Josselson,Cancelled,,,,,,,,,39.918800,9.682900
RAF Alconbury,United Kingdom,Europe,2022-11-09 00:00:00,AYH,Joshuah Ferrettino,Cancelled,,,,,,,52.378000,-0.219000,,
Licenciado Adolfo Lopez Mateos International Airport,Mexico,North America,2022-05-22 00:00:00,TLC,Veronique Hamson,On Time,,,,,19.337100,-99.566000,,,,
Rincon De Los Sauces Airport,Argentina,South America,2022-10-31 00:00:00,RDS,Bethany Duigenan,Cancelled,,,-37.390700,-68.904200,,,,,,
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-01-11 00:00:00,MID,Jordain Guihen,Delayed,,,,,20.937000,-89.657700,,,,
Termas de Río Hondo international Airport,Argentina,South America,2022-07-12 00:00:00,RHD,Travis Tiley,Delayed,,,-27.509900,-64.936700,,,,,,
General Guadalupe Victoria International Airport,Mexico,North America,2022-02-19 00:00:00,DGO,Brinna Weatherill,Cancelled,,,,,24.124200,-104.528700,,,,
Flughafen München-Riem,Germany,Europe,2022-06-06 00:00:00,MUC,Sabrina Stit,On Time,48.353800,11.786100,,,,,,,,
Francisco Primo de Verdad y Ramos Airport,Mexico,North America,2022-06-07 00:00:00,LOM,Noell Broughton,On Time,,,,,21.258800,-102.558000,,,,
Sanday Airport,United Kingdom,Europe,2022-08-16 00:00:00,NDY,Gustie Collis,On Time,,,,,,,59.250000,-2.576700,,
St. Peter-Ording Airport,Germany,Europe,2022-02-12 00:00:00,PSH,Teodora Tellesson,Delayed,54.308900,8.686400,,,,,,,,
Brindisi – Salento Airport,Italy,Europe,2022-08-23 00:00:00,BDS,Wain Piechnik,Delayed,,,,,,,,,40.657600,17.947000
San Quintín Military Airstrip,Mexico,North America,2022-06-18 00:00:00,SNQ,Drucie Bautiste,On Time,,,,,30.570300,-115.991000,,,,
Mar de Cortés International Airport,Mexico,North America,2022-08-06 00:00:00,PPE,Gray Sambals,Cancelled,,,,,31.351000,-113.525700,,,,
Villanova D'Albenga International Airport,Italy,Europe,2022-04-12 00:00:00,ALL,Hilliary Trevers,Cancelled,,,,,,,,,44.048600,8.127400
San Fernando Airport,Argentina,South America,2022-12-08 00:00:00,FDO,Yancey Mallya,Delayed,,,-34.453200,-58.589600,,,,,,
Lydd Airport,United Kingdom,Europe,2022-06-21 00:00:00,LYX,Mychal Gillan,On Time,,,,,,,50.956100,0.939200,,
Tiree Airport,United Kingdom,Europe,2022-06-06 00:00:00,TRE,Purcell Skirvin,Delayed,,,,,,,56.499200,-6.869200,,
RAF Leuchars,United Kingdom,Europe,2022-02-20 00:00:00,ADX,Abbot Baysting,On Time,,,,,,,56.376600,-2.868400,,
Haverfordwest Airport,United Kingdom,Europe,2022-08-03 00:00:00,HAW,Murdoch St. John,On Time,,,,,,,51.833100,-4.961100,,
RAF Leuchars,United Kingdom,Europe,2022-09-06 00:00:00,ADX,Quill Marcome,Delayed,,,,,,,56.376600,-2.868400,,
Cortina Airport,Italy,Europe,2022-04-23 00:00:00,CDF,Gordy Trighton,On Time,,,,,,,,,41.920200,9.402800
Abreojos Airport,Mexico,North America,2022-02-12 00:00:00,AJS,Pren Galey,Delayed,,,,,26.711700,-113.911600,,,,
Aviano Air Base,Italy,Europe,2022-06-13 00:00:00,AVB,Elisa Cobbe,Delayed,,,,,,,,,46.031900,12.596500
Weeze Airport,Germany,Europe,2022-08-23 00:00:00,NRN,Ebba Jales,On Time,51.602400,6.142200,,,,,,,,
Dortmund Airport,Germany,Europe,2022-09-16 00:00:00,DTM,Stevy Puig,Delayed,51.518300,7.612200,,,,,,,,
Ciudad Acuña New International Airport,Mexico,North America,2022-07-19 00:00:00,ACN,Mab Crisall,Cancelled,,,,,29.332900,-100.980000,,,,
Captain Rogelio Castillo National Airport,Mexico,North America,2022-10-21 00:00:00,CYW,Iago Hiscoke,On Time,,,,,20.546000,-100.887500,,,,
Erfurt Airport,Germany,Europe,2022-01-04 00:00:00,ERF,Jillene Kuhnke,Delayed,50.979800,10.958100,,,,,,,,
General Enrique Mosconi Airport,Argentina,South America,2022-09-02 00:00:00,TTG,Lorne Moreby,Delayed,,,-22.619200,-63.793700,,,,,,
Punta Colorada Airport,Mexico,North America,2022-10-06 00:00:00,PCO,Pauline Elphee,Delayed,,,,,23.443400,-109.131200,,,,
General Abelardo L. Rodríguez International Airport,Mexico,North America,2022-06-28 00:00:00,TIJ,Nonnah Milverton,Delayed,,,,,32.541100,-116.970300,,,,
Charata Airport,Argentina,South America,2022-05-09 00:00:00,CNT,Trescha Pachta,Delayed,,,-27.218300,-61.228600,,,,,,
Villa Dolores Airport,Argentina,South America,2022-10-31 00:00:00,VDR,Giulietta Goldstraw,On Time,,,-31.941500,-65.146600,,,,,,
RAF Odiham,United Kingdom,Europe,2022-06-28 00:00:00,ODH,Izzy Gianinotti,On Time,,,,,,,51.234200,-0.942800,,
Hermanos Serdán International Airport,Mexico,North America,2022-12-15 00:00:00,PBC,Allen Tetford,Cancelled,,,,,19.158100,-98.371400,,,,
Colonsay Airstrip,United Kingdom,Europe,2022-01-30 00:00:00,CSA,Alexandra Nelles,Delayed,,,,,,,56.060000,-6.243100,,
RAF Linton-On-Ouse,United Kingdom,Europe,2022-03-13 00:00:00,HRT,Tommie Philpotts,On Time,,,,,,,54.048900,-1.252800,,
Ancona Falconara Airport,Italy,Europe,2022-09-09 00:00:00,AOI,Humbert Dameisele,Delayed,,,,,,,,,,
Baltrum Airport,Germany,Europe,2022-08-18 00:00:00,BMR,Tally Mantrup,On Time,53.724800,7.373100,,,,,,,,
RAF Mildenhall,United Kingdom,Europe,2022-05-01 00:00:00,MHZ,Dawn Kibblewhite,On Time,,,,,,,52.361900,0.486400,,
Papa Westray Airport,United Kingdom,Europe,2022-10-08 00:00:00,PPW,Dwain Beck,On Time,,,,,,,59.353000,-2.900300,,
Stronsay Airport,United Kingdom,Europe,2022-08-31 00:00:00,SOY,Berkly Geraudy,Cancelled,,,,,,,59.155300,-2.641400,,
Durham Tees Valley Airport,United Kingdom,Europe,2022-03-20 00:00:00,MME,Delaney Dreinan,On Time,,,,,,,54.509200,-1.429400,,
San Antonio Copalar Airport,Mexico,North America,2022-10-17 00:00:00,CJT,Son Quoit,Cancelled,,,,,16.039200,-90.741800,,,,
Piloto Civil N. Fernández Airport,Argentina,South America,2022-09-08 00:00:00,RGL,Chancey Ould,Delayed,,,-51.608900,-69.312600,,,,,,
Pablo L. Sidar Airport,Mexico,North America,2022-03-29 00:00:00,AZG,Rafaelita Moran,Cancelled,,,,,19.602800,-102.371700,,,,
Rio Mayo Airport,Argentina,South America,2022-08-30 00:00:00,ROY,Siegfried Martyns,Cancelled,,,-45.703300,-70.247300,,,,,,
Foula Airfield,United Kingdom,Europe,2022-09-05 00:00:00,FOA,Melesa Prickett,Cancelled,,,,,,,60.138900,-2.082200,,
Nogales International Airport,Mexico,North America,2022-07-13 00:00:00,NOG,Annette Brumby,On Time,,,,,,,,,,
RAF Brize Norton,United Kingdom,Europe,2022-07-25 00:00:00,BZZ,Melisent Millier,Delayed,,,,,,,51.750000,-1.583600,,
Lydd Airport,United Kingdom,Europe,2022-05-28 00:00:00,LYX,Stefania Burditt,Delayed,,,,,,,50.956100,0.939200,,
Illesheim Air Base,Germany,Europe,2022-12-01 00:00:00,ILH,Onida Bifield,Cancelled,49.545300,10.110600,,,,,,,,
Santa Teresita Airport,Argentina,South America,2022-03-24 00:00:00,SST,Harli Garaway,Cancelled,,,-36.542300,-56.721800,,,,,,
La Plata Airport,Argentina,South America,2022-09-24 00:00:00,LPG,Nat Harvie,Cancelled,,,-34.972200,-57.894700,,,,,,
El Calafate Airport,Argentina,South America,2022-09-30 00:00:00,FTE,Ambrosius Dorcey,On Time,,,-50.280300,-72.053100,,,,,,
Foggia Gino Lisa Airport,Italy,Europe,2022-04-18 00:00:00,FOG,Aurie Boules,On Time,,,,,,,,,41.433200,15.535000
Cortina Airport,Italy,Europe,2022-07-07 00:00:00,CDF,Shell Yearsley,Delayed,,,,,,,,,41.920200,9.402800
Böblingen Flugfeld,Germany,Europe,2022-09-03 00:00:00,PHM,Ignacius Slocomb,Cancelled,54.158300,13.767200,,,,,,,,
Perugia San Francesco d'Assisi – Umbria International Airport,Italy,Europe,2022-08-22 00:00:00,PEG,Sandie Hanssmann,Delayed,,,,,,,,,43.095800,12.513200
Carlos Rovirosa Pérez International Airport,Mexico,North America,2022-01-03 00:00:00,VSA,Lauritz Stannas,Cancelled,,,,,17.996800,-92.817400,,,,
Cutral-Co Airport,Argentina,South America,2022-01-23 00:00:00,CUT,Nicolette Sybbe,On Time,,,-38.939700,-69.264700,,,,,,
Gobernador Gregores Airport,Argentina,South America,2022-06-04 00:00:00,GGS,Jacinda Teeney,On Time,,,-48.783100,-70.150300,,,,,,
Eday Airport,United Kingdom,Europe,2022-09-12 00:00:00,EOI,Conway Bernholt,Cancelled,,,,,,,59.189200,-2.772500,,
Jose De San Martin Airport,Argentina,South America,2022-12-18 00:00:00,JSM,Claire Geraudy,On Time,,,-44.048100,-70.458500,,,,,,
Amado Nervo National Airport,Mexico,North America,2022-07-13 00:00:00,TPQ,Dante Woodford,On Time,,,,,21.419500,-104.837800,,,,
Zweibrücken Airport,Germany,Europe,2022-07-16 00:00:00,ZQW,Sherry Hartley,Delayed,49.209500,7.400200,,,,,,,,
Piloto Civil N. Fernández Airport,Argentina,South America,2022-12-13 00:00:00,RGL,Kelley Stansell,On Time,,,-51.608900,-69.312600,,,,,,
San Ignacio Airport,Mexico,North America,2022-07-24 00:00:00,SGM,Mareah Crampton,Delayed,,,,,27.045800,-112.235000,,,,
Belfast International Airport,United Kingdom,Europe,2022-07-28 00:00:00,BFS,Saundra Fronek,On Time,,,,,,,54.657500,-6.215800,,
George Best Belfast City Airport,United Kingdom,Europe,2022-11-04 00:00:00,BHD,Carmela Pawelec,Delayed,,,,,,,54.618100,-5.872500,,
Frankfurt-Hahn Airport,Germany,Europe,2022-07-05 00:00:00,HHN,Selene Maplesden,Delayed,49.948700,7.263900,,,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-05-18 00:00:00,PHM,Blisse Wagstaff,Delayed,54.158300,13.767200,,,,,,,,
Zweibrücken Airport,Germany,Europe,2022-11-07 00:00:00,ZQW,Bird Axton,Cancelled,49.209500,7.400200,,,,,,,,
George Best Belfast City Airport,United Kingdom,Europe,2022-04-03 00:00:00,BHD,Lucien Kenney,Cancelled,,,,,,,54.618100,-5.872500,,
Necochea Airport,Argentina,South America,2022-06-14 00:00:00,NEC,Harley Nelm,Delayed,,,-38.483100,-58.817200,,,,,,
Wilhelmshaven-Mariensiel Airport,Germany,Europe,2022-02-27 00:00:00,WVN,Howard Pedlar,On Time,53.502200,8.053900,,,,,,,,
Cologne Bonn Airport,Germany,Europe,2022-03-09 00:00:00,CGN,Brander Gudge,On Time,50.865900,7.142700,,,,,,,,
General Guadalupe Victoria International Airport,Mexico,North America,2022-04-19 00:00:00,DGO,Gian McGinnell,On Time,,,,,24.124200,-104.528700,,,,
La Plata Airport,Argentina,South America,2022-10-09 00:00:00,LPG,Kippar Mancell,On Time,,,-34.972200,-57.894700,,,,,,
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-11-21 00:00:00,MID,Cesya Neligan,On Time,,,,,20.937000,-89.657700,,,,
Bonn-Hangelar Airport,Germany,Europe,2022-12-21 00:00:00,BNJ,Bancroft Silversmidt,Cancelled,50.768900,7.163300,,,,,,,,
Kassel-Calden Airport,Germany,Europe,2022-06-13 00:00:00,KSF,Lem Seagrove,Cancelled,51.408400,9.377600,,,,,,,,
Kirkwall Airport,United Kingdom,Europe,2022-11-18 00:00:00,KOI,Jay Headan,On Time,,,,,,,58.957800,-2.905000,,
Mulege Airport,Mexico,North America,2022-02-19 00:00:00,MUG,Bev Ruse,Delayed,,,,,26.908900,-111.964400,,,,
Heide-Büsum Airport,Germany,Europe,2022-12-11 00:00:00,HEI,Rebekah Upcott,Cancelled,54.153300,8.963600,,,,,,,,
Haverfordwest Airport,United Kingdom,Europe,2022-06-29 00:00:00,HAW,Chase Instone,On Time,,,,,,,51.833100,-4.961100,,
Zapala Airport,Argentina,South America,2022-07-15 00:00:00,APZ,Selestina Shaw,Cancelled,,,-38.975500,-70.113600,,,,,,
Rechlin-Lärz Airport,Germany,Europe,2022-12-18 00:00:00,REB,El Cropton,Delayed,53.306400,12.753100,,,,,,,,
Edinburgh Airport,United Kingdom,Europe,2022-06-17 00:00:00,EDI,Trstram Semark,On Time,,,,,,,55.950800,-3.361500,,
Punta Colorada Airport,Mexico,North America,2022-12-16 00:00:00,PCO,Tabor Martignoni,Delayed,,,,,23.443400,-109.131200,,,,
Binbrook Airfield,United Kingdom,Europe,2022-03-16 00:00:00,GSY,Jdavie Attkins,Cancelled,,,,,,,53.574400,-0.350800,,
Curuzu Cuatia Airport,Argentina,South America,2022-10-10 00:00:00,UZU,Sal Kiera,On Time,,,-29.770600,-58.281900,,,,,,
Alferez Armando Rodriguez Airport,Argentina,South America,2022-12-28 00:00:00,LLS,Libbi Marzelle,Delayed,,,-24.721100,-60.548800,,,,,,
Flugplatz Güttin / Rügen,Germany,Europe,2022-03-07 00:00:00,GTI,Aloysia Bilovus,On Time,54.380400,13.325400,,,,,,,,
Barra Airport,United Kingdom,Europe,2022-04-20 00:00:00,BRR,Faydra Oglethorpe,Delayed,,,,,,,57.025300,-7.437200,,
Cutral-Co Airport,Argentina,South America,2022-02-24 00:00:00,CUT,Shem Kuhlmey,Delayed,,,-38.939700,-69.264700,,,,,,
RAF Greenham Common,United Kingdom,Europe,2022-12-15 00:00:00,EWY,Reinhard By,Delayed,,,,,,,51.377800,-1.317800,,
General Juan N Alvarez International Airport,Mexico,North America,2022-09-17 00:00:00,ACA,Nikolai Dansey,Delayed,,,,,,,,,,
Udine-Campoformido Air Base,Italy,Europe,2022-06-13 00:00:00,UDN,Olia Probbing,Delayed,,,,,,,,,46.029700,13.183600
Manuel Márquez de León International Airport,Mexico,North America,2022-08-27 00:00:00,LAP,Torrie Hawkshaw,Delayed,,,,,24.072700,-110.362500,,,,
Lemwerder Airport,Germany,Europe,2022-08-25 00:00:00,XLW,Margot Sheryn,Cancelled,53.138500,8.623600,,,,,,,,
Comodoro Pierrestegui Airport,Argentina,South America,2022-11-06 00:00:00,COC,Saloma Ricker,Cancelled,,,-31.296900,-58.078300,,,,,,
Venice Marco Polo Airport,Italy,Europe,2022-01-11 00:00:00,VCE,Eldin Fitter,On Time,,,,,,,,,45.505300,12.340300
RAF Akrotiri,United Kingdom,Europe,2022-07-10 00:00:00,AKT,Christiano Glanester,Cancelled,,,,,,,34.590400,32.987900,,
Quetzalcóatl International Airport,Mexico,North America,2022-02-28 00:00:00,NLD,Emmet Dalling,On Time,,,,,27.443100,-99.570500,,,,
RNAS Yeovilton,United Kingdom,Europe,2022-11-27 00:00:00,YEO,Clywd Stapford,Cancelled,,,,,,,51.009400,-2.638900,,
RAF Brize Norton,United Kingdom,Europe,2022-11-22 00:00:00,BZZ,Melisandra Marlen,Cancelled,,,,,,,51.750000,-1.583600,,
Straubing Airport,Germany,Europe,2022-07-06 00:00:00,RBM,Kayle Pennells,Cancelled,48.900900,12.518200,,,,,,,,
Hermes Quijada International Airport,Argentina,South America,2022-02-17 00:00:00,RGA,Corey Torrisi,On Time,,,-53.777700,-67.749400,,,,,,
Tres Arroyos Airport,Argentina,South America,2022-02-12 00:00:00,OYO,Ross Buncombe,Delayed,,,-38.386900,-60.329700,,,,,,
Presidente Peron Airport,Argentina,South America,2022-11-08 00:00:00,NQN,Salomon Emson,Delayed,,,-38.949000,-68.155700,,,,,,
George Best Belfast City Airport,United Kingdom,Europe,2022-08-25 00:00:00,BHD,Garrick Woonton,On Time,,,,,,,54.618100,-5.872500,,
Gatow Airport,Germany,Europe,2022-10-07 00:00:00,GWW,Jarrid Rubartelli,Cancelled,52.474600,13.137500,,,,,,,,
Humberside Airport,United Kingdom,Europe,2022-11-13 00:00:00,HUY,Doloritas Tabary,Cancelled,,,,,,,53.574400,-0.350800,,
Husum-Schwesing Airport,Germany,Europe,2022-08-13 00:00:00,QHU,Meaghan Musico,Delayed,54.509200,9.144200,,,,,,,,
Chos Malal Airport,Argentina,South America,2022-12-24 00:00:00,HOS,Loren Chinnock,On Time,,,-37.444600,-70.222500,,,,,,
Lydd Airport,United Kingdom,Europe,2022-07-14 00:00:00,LYX,Orlando Longmaid,On Time,,,,,,,50.956100,0.939200,,
RAF Wyton,United Kingdom,Europe,2022-10-30 00:00:00,QUY,Izzy Bumby,Cancelled,,,,,,,52.357200,-0.107800,,
Querétaro Intercontinental Airport,Mexico,North America,2022-06-18 00:00:00,QRO,Demetra Phettis,On Time,,,,,,,,,,
Hof-Plauen Airport,Germany,Europe,2022-06-21 00:00:00,HOQ,Fran Tinklin,Cancelled,50.288000,11.856400,,,,,,,,
Zamora Airport,Mexico,North America,2022-05-05 00:00:00,ZMM,Sarette Newbury,Delayed,,,,,19.984600,-102.266800,,,,
Santa Lucia Air Force Base,Mexico,North America,2022-06-17 00:00:00,NLU,Bridgette Simpkins,On Time,,,,,19.754800,-98.570900,,,,
Vicenza Airport,Italy,Europe,2022-04-10 00:00:00,VIC,Tannie Eacott,Delayed,,,,,,,,,45.572500,11.529500
Ciudad Acuña New International Airport,Mexico,North America,2022-01-02 00:00:00,ACN,Steve Brigden,Cancelled,,,,,29.332900,-100.980000,,,,
Reconquista Airport,Argentina,South America,2022-08-22 00:00:00,RCQ,Zonda Dallander,On Time,,,-29.210300,-59.680000,,,,,,
General Villegas Airport,Argentina,South America,2022-05-18 00:00:00,VGS,Christen Bahde,Cancelled,,,-35.122300,-63.257200,,,,,,
RAF Wyton,United Kingdom,Europe,2022-09-13 00:00:00,QUY,Jillene McEneny,Cancelled,,,,,,,52.357200,-0.107800,,
28 de Noviembre Airport,Argentina,South America,2022-01-05 00:00:00,RYO,Nanci Odgers,Cancelled,,,-35.166700,-70.133300,,,,,,
Nottingham Airport,United Kingdom,Europe,2022-06-30 00:00:00,NQT,Gaylor Devas,On Time,,,,,,,52.920000,-1.080000,,
Leipzig/Halle Airport,Germany,Europe,2022-06-24 00:00:00,LEJ,Jesselyn Wardrop,On Time,51.423900,12.236400,,,,,,,,
Islas Malvinas Airport,Argentina,South America,2022-06-28 00:00:00,ROS,Travus Keepin,Delayed,,,-32.903600,-60.785000,,,,,,
Resistencia International Airport,Argentina,South America,2022-05-29 00:00:00,RES,Ivonne Keggins,Cancelled,,,-27.449800,-59.056100,,,,,,
Ministro Pistarini International Airport,Argentina,South America,2022-11-01 00:00:00,EZE,Barnabas Deverall,Cancelled,,,-34.822200,-58.535800,,,,,,
Dortmund Airport,Germany,Europe,2022-09-18 00:00:00,DTM,Alie Fitzjohn,Cancelled,51.518300,7.612200,,,,,,,,
San Carlos De Bariloche Airport,Argentina,South America,2022-02-19 00:00:00,BRC,Fayette Airds,On Time,,,-41.151200,-71.157500,,,,,,
RAF Cottesmore,United Kingdom,Europe,2022-01-18 00:00:00,OKH,Joby Gillies,Delayed,,,,,,,52.736000,-0.648000,,
Böblingen Flugfeld,Germany,Europe,2022-06-16 00:00:00,PHM,Alic Jerrold,Cancelled,54.158300,13.767200,,,,,,,,
Francisco Sarabia International Airport,Mexico,North America,2022-04-07 00:00:00,TRC,Marlon Wannell,On Time,,,,,25.568300,-103.410600,,,,
Domingo Faustino Sarmiento Airport,Argentina,South America,2022-08-14 00:00:00,UAQ,Hall Primmer,Cancelled,,,-31.570900,-68.418200,,,,,,
Xoxocotlán International Airport,Mexico,North America,2022-12-29 00:00:00,OAX,Thom Sangra,Cancelled,,,,,16.999900,-96.726600,,,,
Caleta Olivia Airport,Argentina,South America,2022-01-17 00:00:00,CVI,Powell Smallman,Delayed,,,-46.433300,-67.500000,,,,,,
Böblingen Flugfeld,Germany,Europe,2022-12-21 00:00:00,PHM,Lilla Hamblen,Cancelled,54.158300,13.767200,,,,,,,,
Dr. Arturo H. Illia Airport,Argentina,South America,2022-09-17 00:00:00,GNR,Maximilianus O'Shevlin,Delayed,,,-39.001600,-67.620500,,,,,,
Vincenzo Florio Airport Trapani-Birgi,Italy,Europe,2022-10-23 00:00:00,TPS,Carly Spurrier,Delayed,,,,,,,,,37.911200,12.487700
Bremerhaven Airport,Germany,Europe,2022-05-23 00:00:00,BRV,Theodosia Fay,Delayed,53.507100,8.572800,,,,,,,,
General Juan N Alvarez International Airport,Mexico,North America,2022-03-07 00:00:00,ACA,Rory Dict,Cancelled,,,,,,,,,,
Licenciado Manuel Crescencio Rejon Int Airport,Mexico,North America,2022-03-17 00:00:00,MID,Edna Clowes,Delayed,,,,,20.937000,-89.657700,,,,
Juist Airport,Germany,Europe,2022-12-04 00:00:00,JUI,Zak Clerke,On Time,53.681600,7.055600,,,,,,,,
RAF Fairford,United Kingdom,Europe,2022-04-18 00:00:00,FFD,Gianina Hadrill,On Time,,,,,,,51.682200,-1.790000,,
General Servando Canales International Airport,Mexico,North America,2022-10-12 00:00:00,MAM,Brianne Mouget,Delayed,,,,,25.769900,-97.525100,,,,
Münster Osnabrück Airport,Germany,Europe,2022-06-22 00:00:00,FMO,Curtice Cowlishaw,On Time,52.134600,7.684800,,,,,,,,
Termas de Río Hondo international Airport,Argentina,South America,2022-07-07 00:00:00,RHD,Clemmie Waby,Cancelled,,,-27.509900,-64.936700,,,,,,
Termal Airport,Argentina,South America,2022-11-11 00:00:00,PRQ,Coletta Harbidge,Cancelled,,,-26.852600,-60.614600,,,,,,
Loncopue Airport,Argentina,South America,2022-02-18 00:00:00,LCP,Titus Jellard,Cancelled,,,-24.855000,-65.486200,,,,,,
Xoxocotlán International Airport,Mexico,North America,2022-05-17 00:00:00,OAX,Natasha Canadas,Cancelled,,,,,16.999900,-96.726600,,,,
Langeoog Airport,Germany,Europe,2022-12-18 00:00:00,LGO,Gigi Tilly,Cancelled,53.742600,7.497500,,,,,,,,
RNAS Yeovilton,United Kingdom,Europe,2022-09-28 00:00:00,YEO,Emmie MacGinley,Delayed,,,,,,,51.009400,-2.638900,,
Karlsruhe Baden-Baden Airport,Germany,Europe,2022-07-23 00:00:00,FKB,Irwinn Langsbury,Cancelled,48.779400,8.080500,,,,,,,,
